PersonIdentityID,FullName,AgeYear,GenderID,IsRepeatOffender,GangID
224,Umang Natt,31,M,1,40
225,Pranit Parsa,16,M,1,
226,Orinder Bahri,34,M,1,
227,Darsh Panchal,21,M,1,
228,Harita Mane,41,F,1,
229,Nicholas Uppal,27,M,1,
230,Udant Brar,44,M,1,
231,Luke Sheth,19,M,1,
232,Fiyaz Nazareth,18,M,1,
233,Samaksh Bora,27,M,1,
234,Faris Oza,38,M,1,
235,Naksh Nadig,28,M,1,
236,Kiaan Rana,46,M,1,
237,Tristan Patil,27,M,1,
238,Samuel Ganesh,35,M,1,
239,Advay Dass,32,M,1,
240,Ladli Buch,20,F,1,
241,Fiyaz Ranganathan,33,M,1,
242,Champak Bhatt,42,M,1,
243,Avi Bal,16,M,1,
244,Zaitra Chacko,25,F,1,
245,Karan Dugal,27,M,1,
246,Robert More,16,M,1,
247,Jatin Mander,35,M,1,
248,Dev Deep,28,M,1,
249,Akshay Banerjee,22,M,1,
250,Nicholas Soni,43,M,1,
251,Laban Saxena,43,M,1,
252,Hema Shan,30,F,1,
253,Mohammed Palan,25,M,1,
254,Ishaan Chakraborty,46,M,1,
255,Mitesh Pau,25,M,1,
256,Kalpit Dugal,16,M,1,
257,Abdul Acharya,41,M,1,
258,Orinder Mangat,29,M,1,
259,Aayush Swamy,42,M,1,
260,Mason Andra,32,M,1,
261,Madhav Kashyap,45,M,1,
262,Rachit Gulati,34,M,1,
263,Tejas Rana,33,M,1,
264,Finn Ramakrishnan,29,M,1,
265,Imaran Lall,35,M,1,
266,Siddharth Khatri,33,M,1,
267,Lucky Wali,35,M,1,
268,Samuel Guha,45,M,1,
269,Gavin Deshpande,30,M,1,
270,Christopher Shah,22,M,1,
271,Laban Swamy,41,M,1,
272,Naveen Bahl,17,M,1,
273,Aryan Warrior,47,M,1,
274,Girik Chaudry,38,M,1,
275,Krish Dass,25,M,1,
276,Aayush Kaul,16,M,1,
277,Faqid Aurora,47,M,1,
278,Janani Oommen,31,F,1,
279,Nimrat Tara,37,F,1,
280,Vincent Balay,21,M,1,
281,Banjeet Dhingra,28,M,1,
282,Kiaan Ramanathan,26,M,1,
283,Vrinda Golla,20,T,1,
284,Jeremiah Raj,36,M,1,
285,Darsh Kothari,26,M,1,
286,Timothy Kota,41,M,1,
287,Hardik Sharma,25,M,1,
288,Hemang Solanki,37,M,1,
289,Nachiket Naidu,21,M,1,
290,Ansh Verma,31,M,1,
291,Jonathan Srivastava,23,M,1,
292,Hardik Patel,16,M,1,
293,Ikbal Chowdhury,41,M,1,
294,Teerth Nair,30,M,1,
295,Geetika Majumdar,38,F,1,
296,Rudra Kibe,16,M,1,
297,Ansh Soman,24,M,1,
298,Quincy Chakraborty,17,M,1,
299,Farhan Tata,28,M,1,
300,Omkaar Bhasin,26,M,1,
301,Pranav Dube,47,M,1,
302,Edhitha Sura,28,F,1,
303,Nathan Palan,26,M,1,
304,Gopal Bail,36,M,1,
305,Praneel Desai,24,M,1,
306,Anmol Sundaram,35,M,1,
307,Manan Suri,32,M,1,
308,Girik Pall,16,M,1,
309,Vivaan Maharaj,38,M,1,
310,Bakhshi Wali,16,M,1,
311,Umang Merchant,59,M,1,
312,Qadim Setty,21,M,1,
313,Zehaan Raghavan,26,M,1,
314,Aditya Patla,32,M,1,
315,Naveen Bhatnagar,33,M,1,
316,Girish Viswanathan,30,M,1,
317,Faraj Mandal,28,M,1,
318,Samarth Nagy,31,M,1,
319,Chanakya Virk,27,M,1,
320,Anthony Dayal,38,M,1,
321,Amol Jaggi,24,M,1,
322,Xavier Handa,20,M,1,
323,Amol Rama,27,M,1,
324,Kabir Bawa,42,M,1,
325,Indrajit Bobal,35,M,1,
326,Hemang Swamy,19,M,1,
327,Vivaan Bhat,51,M,1,
328,Sarthak Pillay,29,M,1,
329,Kiaan Wadhwa,37,M,1,
330,Balendra Modi,22,M,1,
331,Hritik Venkataraman,21,M,1,
332,Daksha Kashyap,16,F,1,
333,Girish Hans,23,M,1,
334,Gaurav Sagar,34,M,1,
335,Praneel Shanker,20,M,1,
336,Charles Ganesan,26,M,1,
337,Sai Thaman,18,M,1,
338,Farhan Walla,33,M,1,
339,Patrick Murty,29,M,1,
340,Quincy Sachar,44,M,1,
341,Neel Khosla,31,M,1,
342,Raghav Kumar,22,M,1,
343,Upkaar Sem,37,M,1,
344,Aadi Banerjee,37,M,1,
345,Abhiram Vasa,17,M,0,
346,Janya Kala,20,T,0,
347,Champak Barad,16,M,0,
348,Jackson Kunda,32,M,0,
349,Balvan Nair,24,M,0,
350,Mason Barad,26,M,0,
351,Priya Saraf,42,F,0,
352,Falan Narain,31,M,0,
353,Faraj Bedi,19,M,0,
354,Udant Thaman,47,M,0,
355,Ronith Divan,29,M,0,
356,Aryan Rastogi,31,M,0,
357,Brijesh Rastogi,46,M,0,
358,Jairaj Bora,44,M,0,
359,Tanveer Naik,22,M,0,
360,Daksh Sachdev,25,M,0,
361,Naveen Padmanabhan,54,M,0,
362,Michael Gara,37,M,0,
363,Pavani Choudhry,25,F,0,
364,Noah Kadakia,16,M,0,
365,Joshua Garde,30,M,0,
366,Lucky Iyer,16,M,0,
367,Pranit Chokshi,27,M,0,
368,Nakul Sundaram,40,M,0,
369,Michael Nath,31,M,0,
370,Shravya Dugar,20,F,0,
371,Oscar Pandey,43,M,0,
372,Faqid Om,28,M,0,
373,Ekapad Chahal,51,M,0,
374,Harshil Devi,22,M,0,
375,Ekapad More,39,M,0,
376,Amruta Nagar,28,F,0,
377,Chatresh Deep,38,M,0,
378,Kala Kashyap,46,F,0,
379,Yatan Som,50,M,0,
380,Lopa Sachar,32,F,0,
381,Hema Sarna,51,F,0,
382,Tanay Ravel,41,M,0,
383,Ranveer Munshi,38,M,0,
384,Anmol Ram,18,M,0,
385,Girish Manne,26,M,0,
386,Rushil Modi,28,M,0,
387,Manan Bhagat,28,M,0,
388,Zashil Chowdhury,47,M,0,
389,Neel Gade,33,M,0,
390,Chakradev Comar,19,M,0,
391,Oliver Doctor,23,M,0,
392,Shaurya Morar,18,M,0,
393,Udant Mani,44,M,0,
394,Veer Tank,20,M,0,
395,Ikbal Soni,30,M,0,
396,Samarth Sathe,16,M,0,
397,Andrew Dhillon,31,M,0,
398,Gaurav Edwin,29,M,0,
399,Gaurang Shah,31,M,0,
400,Bahadurjit Sane,34,M,0,
401,Samuel Vohra,35,M,0,
402,Caleb Sule,27,M,0,
403,Tanay Nadig,26,M,0,
404,Peter Dayal,31,M,0,
405,Viraj Dalal,24,M,0,
406,Sarthak Sachdev,31,M,0,
407,Ojas Palla,43,M,0,
408,Mason Toor,43,M,0,
409,Aarush Comar,36,M,0,
410,Onkar Randhawa,38,M,0,
411,Andrew Deshpande,22,M,0,
412,Bachittar Dixit,31,M,0,
413,Caleb Taneja,42,M,0,
414,Hritik Vohra,32,M,0,
415,Gagan Choudhury,30,M,0,
416,Tristan Toor,54,M,0,
417,Mohammed Narang,18,M,0,
418,Harshil Bansal,34,M,0,
419,Caleb Nath,25,M,0,
420,Arin Chauhan,21,M,0,
421,Alka Muni,39,F,0,
422,Thomas Dalal,55,M,0,
423,Krishna Dhaliwal,49,M,0,
424,Arya De,36,F,0,
425,Warinder Bedi,20,M,0,
426,Rehaan Bhagat,26,M,0,
427,Udant Parekh,39,M,0,
428,Vivaan Chatterjee,37,M,0,
429,Kai Patla,16,M,0,
430,Gavin Narayanan,33,M,0,
431,Frederick Mandal,43,M,0,
432,Balendra Mittal,34,M,0,
433,Onveer Keer,27,M,0,
434,Brinda Sur,31,F,0,
435,Tristan Goda,42,M,0,
436,Samaksh Boase,42,M,0,
437,Falan Sethi,35,M,0,
438,Robert Sekhon,31,M,0,
439,Max Saran,20,M,0,
440,Chaitanya Anand,32,M,0,
441,Praneel Choudhary,18,M,0,
442,Amruta Keer,23,F,0,
443,Hitesh Ghose,37,M,0,
444,Pranit Sahni,23,M,0,
445,Ekansh Chad,26,M,0,
446,Sarthak Shah,47,M,0,
447,Umang Rajagopalan,43,M,0,
448,Aarush Tara,29,M,0,
449,Qadim Bandi,42,M,0,
450,Wyatt Pillay,40,M,0,
451,Avi Oza,37,M,0,
452,Wahab Setty,29,M,0,
453,Anita Modi,43,F,0,
454,Luke Sundaram,28,M,0,
455,Logan Maharaj,30,M,0,
456,Abhimanyu Choudhury,52,M,0,
457,Faqid Sekhon,32,M,0,
458,Xavier Golla,28,M,0,
459,Rehaan Khanna,22,M,0,
460,Fiyaz Kade,37,M,0,
461,Atharv Ganesh,22,M,0,
462,Ryan Soni,29,M,0,
463,Karan Dhillon,16,M,0,
464,Chanakya Wali,33,M,0,
465,Tarak Mahajan,36,M,0,
466,Jai Hayer,29,M,0,
467,Gautam Munshi,30,M,0,
468,Udant Panchal,40,M,0,
469,Ayush Kalla,27,M,0,
470,Raghav Goyal,28,M,0,
471,George Kulkarni,26,M,0,
472,Vinaya Borra,32,F,0,
473,Lakshit Bhatia,26,M,0,
474,Kai Lanka,36,M,0,
475,Yatan Chopra,31,M,0,
476,Anay Bora,26,M,0,
477,Jeremiah Sehgal,34,M,0,
478,Anjali Ramakrishnan,34,F,0,
479,William Sarin,16,M,0,
480,Bakhshi Zachariah,31,M,0,
481,Ojas Mitter,21,M,0,
482,Onkar Buch,16,M,0,
483,Anmol Rajagopalan,27,M,0,
484,Praneel Sur,31,M,0,
485,Theodore Gupta,26,M,0,
486,Jagdish Suresh,16,M,0,
487,Samaksh Dani,31,M,0,
488,Warinder Bath,26,M,0,
489,Aryan Mohanty,27,M,0,
490,Tanay Nazareth,22,M,0,
491,Nicholas Dara,28,M,0,
492,Naveen Kala,16,M,0,
493,Darpan Mahal,33,M,0,
494,Triya Ganguly,26,F,0,
495,Anmol Deol,20,M,0,
496,Aarini Gola,16,F,0,
497,Krishna Virk,44,M,0,
498,Chaitanya Mitra,37,M,0,
499,Vedika Joshi,16,F,0,
500,Gaurang Dutta,48,M,0,
501,Avi Patla,41,M,0,
502,Oliver Setty,35,M,0,
503,Dalbir Bobal,28,M,0,
504,Tristan Nanda,23,M,0,
505,Chavvi Khalsa,16,T,0,
506,Balhaar Sinha,45,M,0,
507,Avni Sarin,41,F,0,
508,Vasudha Hari,30,F,0,
509,Logan Deshpande,27,M,0,
510,Yash Kalita,32,M,0,
511,Falan Ahluwalia,30,M,0,
512,Anya Baria,27,T,0,
513,Upkaar Tandon,38,M,0,
514,Manbir Khare,33,M,0,
515,Faris Sharaf,32,M,0,
516,Manbir Sandhu,38,M,0,
517,Qadim Shroff,48,M,0,
518,Oliver Khare,39,M,0,
519,Naveen Pandit,28,M,0,
520,Yamini Vyas,25,F,0,
521,Upkaar Pillai,34,M,0,
522,Maanas Bose,26,M,0,
523,Fitan Majumdar,49,M,0,
524,Manan Saha,31,M,0,
525,Girindra Bhatnagar,16,M,0,
526,Michael Garg,21,M,0,
527,Ishaan Sule,27,M,0,
528,Patrick Mane,28,M,0,
529,Gavin Gill,23,M,0,
530,Nathan Padmanabhan,39,M,0,
531,Quincy Sen,37,M,0,
532,Nidhi Dara,16,F,0,
533,Aarnav Tripathi,34,M,0,
534,Daksh Srinivas,38,M,0,
535,Ekiya Dada,34,F,0,
536,Nihal Bhakta,29,M,0,
537,Gunbir Swaminathan,30,M,0,
538,Lucky Pai,35,M,0,
539,Chameli Dhawan,28,F,0,
540,Max Soman,16,M,0,
541,Rayaan Mann,26,M,0,
542,Ansh Mittal,16,M,0,
543,Yatin Sheth,38,M,0,
544,Yatin Bhavsar,56,M,0,
545,Wridesh Sarin,36,M,0,
546,Abhiram Lad,26,M,0,
547,Ayush Dhingra,27,M,0,
548,Pranit Saini,39,M,0,
549,Arjun Mann,18,M,0,
550,Gavin Chandra,33,M,0,
551,Patrick Dhawan,56,M,0,
552,Ikbal Dubey,31,M,0,
553,Girindra Vora,38,M,0,
554,Sathvik Sharma,16,M,0,
555,Wriddhish Pall,24,M,0,
556,Max Balakrishnan,40,M,0,
557,Simon Choudhury,41,M,0,
558,Amol Varghese,49,M,0,
559,Anthony Bhatti,32,M,0,
560,Abdul Char,27,M,0,
561,Harshil Iyengar,37,M,0,
562,Zayyan Soman,33,M,0,
563,Simon Kala,43,M,0,
564,Samar Chowdhury,23,M,0,
565,David Shukla,40,M,0,
566,Maanas Baria,16,M,0,
567,Nachiket Sawhney,36,M,0,
568,Qarin Gola,28,M,0,
569,Yatan Cheema,38,M,0,
570,Theodore Virk,21,M,0,
571,Bhavini Patla,18,F,0,
572,Darsh Kaul,16,M,0,
573,Ethan Sha,28,M,0,
574,Darsh Krishna,45,M,0,
575,Alexander Chaudhary,36,M,0,
576,Ganga Mitter,25,T,0,
577,Amol Sani,26,M,0,
578,Rehaan Sengupta,25,M,0,
579,Andrew Bali,40,M,0,
580,Max Gala,31,M,0,
581,Tanveer Desai,16,M,0,
582,Yatan Zacharia,20,M,0,
583,Naveen Bhat,17,M,0,
584,Arin Dave,47,M,0,
585,Orinder Parikh,26,M,0,
586,Krishna Keer,43,F,0,
587,Dakshesh Nazareth,48,M,0,
588,Ranbir Ramakrishnan,16,M,0,
589,Zayan Nori,35,M,0,
590,Hredhaan Mani,46,M,0,
591,Arjun Mishra,16,M,0,
592,Om Mahajan,30,M,0,
593,Matthew Thaman,25,M,0,
594,Tarak Zacharia,29,M,0,
595,Ladli Varma,32,F,0,
596,Gautam Bahl,22,M,0,
597,Krish Walia,35,M,0,
598,Jai Dora,38,M,0,
599,Teerth Roy,27,M,0,
600,Kabir Keer,19,M,0,
601,Jagdish Comar,17,M,0,
602,Mohammed Shetty,41,M,0,
603,Ekanta Balakrishnan,25,T,0,
604,Xavier Bahri,28,M,0,
605,Chakradev Ranganathan,38,M,0,
606,Jacob Choudhury,40,M,0,
607,Darsh Munshi,26,M,0,
608,Robert Keer,26,M,0,
609,Thomas Rege,31,M,0,
610,Wazir Koshy,32,M,0,
611,Raksha Morar,34,T,0,
612,Chakradev Keer,38,M,0,
613,Henry Dyal,42,M,0,
614,Warinder Sachar,33,M,0,
615,Kalpit Toor,33,M,0,
616,George Sawhney,26,M,0,
617,Aarav Rattan,33,M,0,
618,Christopher Dugar,43,M,0,
619,Dhruv Roy,34,M,0,
620,Upkaar Sridhar,20,M,0,
621,Triya Pillai,20,F,0,
622,Aishani Bajaj,16,F,0,
623,Chaitanya Shere,46,M,0,
624,Teerth Setty,33,M,0,
625,Yug Raja,31,M,0,
626,Lohit Gulati,27,M,0,
627,Akshay Mannan,24,M,0,
628,Qasim Shanker,35,M,0,
629,Abdul Singh,16,M,0,
630,Balhaar Chandran,39,M,0,
631,Atharv Natarajan,22,M,0,
632,Aahana Kulkarni,33,F,0,
633,Dominic Barman,28,M,0,
634,Chaitanya Nadig,30,M,0,
635,Tanveer Mandal,35,M,0,
636,Yatan Dora,44,M,0,
637,Avi Gulati,30,M,0,
638,Gautami Sibal,20,F,0,
639,Veer Tailor,32,M,0,
640,Ethan Dasgupta,31,M,0,
641,Hitesh Agrawal,34,M,0,
642,Zaid Chandra,20,M,0,
643,Neel Dube,42,M,0,
644,Nitesh Bassi,28,M,0,
645,Omaja Dayal,21,F,0,
646,Ayaan Bobal,36,M,0,
647,Chanchal Bail,35,T,0,
648,Lucky Dube,30,M,0,
649,Chanakya Pillai,26,M,0,
650,Chakradev Sami,27,M,0,
651,Yachana Vyas,28,T,0,
652,Manbir Batta,23,M,0,
653,Vincent Kulkarni,18,M,0,
654,Joshua Bumb,32,M,0,
655,Gavin Ramaswamy,25,M,0,
656,Benjamin Saha,34,M,0,
657,Kevin Om,38,M,0,
658,William Sharma,35,M,0,
659,Yagnesh Mitter,26,M,0,
660,Dev Deshmukh,30,M,0,
661,Tejas Yohannan,19,M,0,
662,Ethan Som,37,M,0,
663,Advay Dada,36,M,0,
664,Triya Tandon,18,F,0,
665,Andrew Sura,31,M,0,
666,Xavier Varghese,34,M,0,
667,Lipika Sahni,41,T,0,
668,Gaurika Mani,19,F,0,
669,Jack Tripathi,44,M,0,
670,Hemang Mandal,28,M,0,
671,Arjun Badami,35,M,0,
672,Kalpit Parikh,52,M,0,
673,Gagan Thakur,28,M,0,
674,Dakshesh Karan,31,M,0,
675,Lila Dora,45,F,0,
676,Radhika Dugar,33,T,0,
677,Oliver Devi,26,M,0,
678,Isha Sarna,37,F,0,
679,Chaman Lata,29,F,0,
680,Sarthak Patel,25,M,0,
681,Faqid Wagle,26,M,0,
682,Pratyush Balan,38,M,0,
683,Eta Anne,24,T,0,
684,Azaan Ramaswamy,33,M,0,
685,Andrew Yogi,36,M,0,
686,Robert Date,40,M,0,
687,Onkar Dutta,45,M,0,
688,Jai Modi,16,M,0,
689,Zayyan Choudhry,46,M,0,
690,Udarsh Misra,34,M,0,
691,Lucky Dey,44,M,0,
692,Jatin Cheema,24,M,0,
693,Utkarsh Chaudhari,37,M,0,
694,Udant Brahmbhatt,51,M,0,
695,Thomas Suri,18,M,0,
696,Daniel Kala,38,M,0,
697,Christopher Dara,35,M,0,
698,Daniel Prabhu,44,M,0,
699,Ekavir Sama,20,M,0,
700,Michael Mander,37,M,0,
701,Anya Sahni,17,F,0,
702,Ekantika Thaman,27,T,0,
703,Umang Sen,34,M,0,
704,Pallavi Zachariah,31,F,0,
705,Timothy Mall,46,M,0,
706,Avi Vig,16,M,0,
707,Wazir Thakkar,28,M,0,
708,Darpan Wali,28,M,0,
709,Yatan Bajaj,17,M,0,
710,Rayaan Kurian,28,M,0,
711,Dakshesh Chaudhary,49,M,0,
712,Mitesh Reddy,25,M,0,
713,Ayushman Nanda,47,M,0,
714,Kai Prashad,25,M,0,
715,Ati Jain,22,F,0,
716,Dakshesh Luthra,47,M,0,
717,Tanvi Kaur,29,F,0,
718,Krish Chaudhuri,42,M,0,
719,Dev Modi,32,M,0,
720,Krisha Yogi,20,F,0,
721,Upkaar Barman,40,M,0,
722,Aadi Bhasin,40,M,0,
723,Divya Dey,29,F,0,
724,Panini Kade,35,F,0,
725,Yash Ramaswamy,30,M,0,
726,Balvan Yohannan,49,M,0,
727,Raghav Parmar,16,M,0,
728,Advaith Mand,48,M,0,
729,Gopal Chana,24,M,0,
730,Pratyush Bansal,18,M,0,
731,Liam Tella,31,M,0,
732,Bachittar Dave,23,M,0,
733,Devansh Lad,30,M,0,
734,Utkarsh Agate,37,M,0,
735,Samar Mahal,47,M,0,
736,Viraj Tandon,30,M,0,
737,Anthony Kapur,43,M,0,
738,Nisha Ahluwalia,34,T,0,
739,Baljiwan Krish,36,M,0,
740,Jagat Bora,29,M,0,
741,Ranbir Munshi,20,M,0,
742,Ayaan Mitra,25,M,0,
743,Chandresh Nori,24,M,0,
744,Abeer Bir,47,M,0,
745,Peter Sama,46,M,0,
746,Tristan Grewal,34,M,0,
747,Devansh Muni,25,M,0,
748,Mohammed Oza,30,M,0,
749,Siddharth Padmanabhan,16,M,0,
750,Mason Sahota,31,M,0,
751,Ansh Tandon,42,M,0,
752,Aarav Kapoor,47,M,0,
753,Wridesh Narula,26,M,0,
754,Harshil Ratta,37,M,0,
755,Balhaar Parmar,25,M,0,
756,Hardik Mander,42,M,0,
757,Imaran Lala,20,M,0,
758,Karan Chaudhuri,39,M,0,
759,Vedant Khatri,35,M,0,
760,Eiravati Gupta,22,F,0,
